step,altitude,aileron,elevator,throttle,pitch,roll
0,994.6445922851562,0.06807139618675644,-0.9999999999999999,-0.9999958973907451,-3.7636839614685544,-0.014093114846649445
1,994.1651000976562,0.07074415069136603,-0.9999999999999998,-0.9999958973907451,-3.459752709677446,-0.0294216134789985
2,993.6708374023438,0.07286972180993746,-0.9999999999999958,-0.9999958973907451,-2.9265584744320434,-0.041614038091053476
3,993.1669921875,0.07369266643868035,-0.9999999999993707,-0.9999958973907451,-2.1117169064495225,-0.04633501281853472
4,992.6624755859375,0.07294442687354248,-0.9999999992292272,-0.9999958973907451,-1.0072529061002464,-0.04204258577072549
5,992.1687622070312,0.07070533803564312,-0.9999958352040123,-0.9999958973907451,0.36393681152719753,-0.02919899867084501
6,991.7003784179688,0.06730677463849245,-0.9705786329443328,-0.9999958973907451,1.9588854473549633,-0.009708458567198562
7,991.2756958007812,0.06334105355053564,0.9363711207050508,-0.9999958973907451,3.7234434750866012,0.013029048580445485
8,990.9119873046875,0.05933164362867518,0.9988445322725807,-0.9999958973907451,5.521438267013213,0.03601121857364681
9,990.626953125,0.05581347332597733,0.9960008716700718,-0.9999958973907451,7.039520807695302,0.05617304320923853
10,990.4303588867188,0.053031558988629574,0.029475144587287117,-0.9999958973907451,8.079623722052135,0.07211273038049133
11,990.3240966796875,0.05103592455846656,-0.9995784401762152,-0.9999958973907451,8.597312787551376,0.08354576668989849
12,990.2998657226562,0.049581678858027514,-0.9999998937282154,-0.9999958973907451,8.744554590583924,0.09187643636277197
13,990.3467407226562,0.048362967971964176,-0.9999999999299871,-0.9999958973907451,8.763189907960658,0.09885737661230763
14,990.4553833007812,0.047186599083282474,-0.9999999999998908,-0.9999958973907451,8.833359856398785,0.10559538490895165
15,990.61767578125,0.04592006444635752,-0.9999999999999998,-0.9999958973907451,9.068504486502105,0.11284942600358204
16,990.8285522460938,0.04455194552080749,-1.0,-0.9999958973907451,9.528601396919797,0.12068481358013704
17,991.0865478515625,0.043197729442587304,-1.0,-0.9999958973907451,10.23405150892904,0.12844010651650306
18,991.3929443359375,0.04206179562621552,-1.0,-0.9999958973907451,11.176985590832334,0.13494499458708073
19,991.7510986328125,0.04138920874853073,-1.0,-0.9999958973907451,12.33050635767817,0.13879639418574813
20,992.1642456054688,0.04137167780339864,-1.0,-0.9999958973907451,13.655201910408278,0.1388967792902488
21,992.6368408203125,0.04218544493544268,-1.0,-0.9999958973907451,15.104529632470904,0.13423693608986048
22,993.1739501953125,0.04399481951163042,-1.0,-0.9999958973907451,16.631401345954327,0.12387540571681892
23,993.779052734375,0.04684735573434065,-1.0,-0.9999958973907451,18.191551448621347,0.10753843365558144
24,994.455322265625,0.05073304373016825,-1.0,-0.9999958973907451,19.745525352731384,0.08528087486291973
25,995.2057495117188,0.055594776710260814,-1.0,-0.9999958973907451,21.26048009366043,0.05742620949916397
26,996.03271484375,0.061318445243294585,-1.0,-0.9999958973907451,22.71146499037043,0.024623465618024046
27,996.9383544921875,0.06775277461267508,-1.0,-0.9999958973907451,24.081230400112513,-0.012265979212711532
28,997.9242553710938,0.07471296148738485,-1.0,-0.9999958973907451,25.360391642967087,-0.052188524957875314
29,998.9899291992188,0.08193585460595462,-1.0,-0.9999958973907451,26.54668451122429,-0.09364001922091703
30,1000.1333618164062,0.08908805766339256,-1.0,-0.9999958973907451,27.64219733522285,-0.1347101668137219
31,1001.3521728515625,0.09585473759115692,-1.0,-0.9999958973907451,28.652223511569535,-0.17359077854018146
32,1002.6439208984375,0.10195916842292194,-1.0,-0.9999958973907451,29.584715088005524,-0.20868797239455641
33,1004.0059204101562,0.10717192954117433,-1.0,-0.9999958973907451,30.44934873503744,-0.2386759713063503
34,1005.4354248046875,0.1113182576249588,-1.0,-0.9999958973907451,31.256629283608756,-0.26254105247277154
35,1006.9296264648438,0.11428271120844152,-1.0,-0.9999958973907451,32.01715377221675,-0.27961041558014743
36,1008.4857788085938,0.11601079092973222,-1.0,-0.9999958973907451,32.74104795630597,-0.2895634152634576
37,1010.1010131835938,0.11650760265289481,-1.0,-0.9999958973907451,33.437505270499244,-0.29242521116484005
38,1011.772705078125,0.11583386925182285,-1.0,-0.9999958973907451,34.114527281409245,-0.28854432969495053
39,1013.498046875,0.1140997774040365,-1.0,-0.9999958973907451,34.77876317819299,-0.27855691226152585
40,1015.2744750976562,0.11145707529497188,-1.0,-0.9999958973907451,35.435455131038445,-0.2633402379665159
41,1017.099365234375,0.10808994310248561,-1.0,-0.9999958973907451,36.08848951758337,-0.24395885582509072
42,1018.97021484375,0.10420508600491812,-1.0,-0.9999958973907451,36.740506205941955,-0.22160627469364386
43,1020.8845825195312,0.10002153221850442,-1.0,-0.9999958973907451,37.393028328299124,-0.1975452791558343
44,1022.8400268554688,0.09576050177825518,-1.0,-0.9999958973907451,38.046629620545154,-0.17304913920291415
45,1024.8343505859375,0.09163580593137709,-1.0,-0.9999958973907451,38.70113932795079,-0.1493463817509865
46,1026.8651123046875,0.08784508776324669,-1.0,-0.9999958973907451,39.35577880895067,-0.12757081820227348
47,1028.9302978515625,0.08456226205431,-1.0,-0.9999958973907451,40.00935961062919,-0.10871872903077799
48,1031.0274658203125,0.0819313591157098,-1.0,-0.9999958973907451,40.66040299703105,-0.09361421257843776
49,1033.1546630859375,0.08006199580056986,-1.0,-0.9999958973907451,41.30729362841754,-0.08288383865000228
50,1035.3096923828125,0.07902653068877902,-1.0,-0.9999958973907451,41.9483615235366,-0.07694084036036393
51,1037.490478515625,0.07885894857264242,-1.0,-0.9999958973907451,42.581974267176584,-0.0759790576777549
52,1039.6949462890625,0.07955539808034544,-1.0,-0.9999958973907451,43.20660189696342,-0.07997618576566685
53,1041.9212646484375,0.08107627132669695,-1.0,-0.9999958973907451,43.82086471468476,-0.08870570113347205
54,1044.167236328125,0.08334963040857846,-1.0,-0.9999958973907451,44.42354353157376,-0.10175636502815491
55,1046.4310302734375,0.08627574869497023,-1.0,-0.9999958973907451,45.01361040416033,-0.1185579967262582
56,1048.710693359375,0.08973251038296444,-1.0,-0.9999958973907451,45.59022180408198,-0.1384120759830159
57,1051.00439453125,0.09358137955272942,-1.0,-0.9999958973907451,46.15272203317838,-0.16052556047287264
58,1053.310302734375,0.09767363599688848,-1.0,-0.9999958973907451,46.70061248764012,-0.1840462373545239
59,1055.62646484375,0.10185659784551097,-1.0,-0.9999958973907451,47.233544827819536,-0.20809806816584947
60,1057.951171875,0.10597958014261363,-1.0,-0.9999958973907451,47.75130390275777,-0.23181515300677827
61,1060.28271484375,0.10989931908560266,-1.0,-0.9999958973907451,48.25378384452268,-0.2543728132360974
62,1062.6192626953125,0.1134847392062909,-1.0,-0.9999958973907451,48.74095391726301,-0.27501511233133047
63,1064.9593505859375,0.1166208682405696,-1.0,-0.9999958973907451,49.21286193230295,-0.2930776809935614
64,1067.301025390625,0.11921184536013094,-1.0,-0.9999958973907451,49.669589851912534,-0.30800548631144736
65,1069.6429443359375,0.1211830057943475,-1.0,-0.9999958973907451,50.11126061949682,-0.31936537156164796
66,1071.9835205078125,0.12248202964642012,-1.0,-0.9999958973907451,50.53800400865005,-0.32685320656311245
67,1074.3211669921875,0.12307922087225164,-1.0,-0.9999958973907451,50.949956623155614,-0.33029594206991625
68,1076.654296875,0.12296698363916882,-1.0,-0.9999958973907451,51.347207255472725,-0.3296488883677633
69,1078.981689453125,0.1221567806634695,-1.0,-0.9999958973907451,51.72981396220933,-0.3249782929555175
70,1081.3016357421875,0.12067621951275871,-1.0,-0.9999958973907451,52.09784163016254,-0.316444478515689
71,1083.61279296875,0.11857004330262202,-1.0,-0.9999958973907451,52.45128684423777,-0.30430733908228214
72,1085.9136962890625,0.11589783217104546,-1.0,-0.9999958973907451,52.7900881327325,-0.28891275970373453
73,1088.2030029296875,0.11273114939267073,-1.0,-0.9999958973907451,53.11412938243083,-0.2706757810938303
74,1090.4793701171875,0.10915059326171579,-1.0,-0.9999958973907451,53.42325691407644,-0.2500632306740838
75,1092.741455078125,0.10524284738603358,-1.0,-0.9999958973907451,53.71727265218339,-0.22757640697697712
76,1094.9881591796875,0.10109780876058072,-1.0,-0.9999958973907451,53.99594437031991,-0.20373431099793857
77,1097.218017578125,0.09680583465349103,-1.0,-0.9999958973907451,54.25900910620295,-0.1790576779601155
78,1099.43017578125,0.09245525467020012,-1.0,-0.9999958973907451,54.50618682207654,-0.15405464992537315
79,1101.6231689453125,0.08813011378338298,-1.0,-0.9999958973907451,54.73717357452262,-0.12920787580810802
80,1103.796142578125,0.08390824480385764,-1.0,-0.9999958973907451,54.95165858993395,-0.10496357907051225
81,1105.9478759765625,0.07985967667832199,-1.0,-0.9999958973907451,55.14931060413578,-0.08172259976939432
82,1108.0772705078125,0.07604541963477425,-1.0,-0.9999958973907451,55.32980176804795,-0.059833617727862075
83,1110.183349609375,0.07251658954371439,-1.0,-0.9999958973907451,55.49279398730655,-0.039588316708029425
84,1112.2652587890625,0.0693139128661559,-1.0,-0.9999958973907451,55.63794233735849,-0.021218709698265246
85,1114.322021484375,0.06646760480280597,-1.0,-0.9999958973907451,55.76488481817776,-0.004896572371013061
86,1116.3526611328125,0.06399744489150204,-1.0,-0.9999958973907451,55.87323893917084,0.009266027060615035
87,1118.356201171875,0.06191232024801716,-1.0,-0.9999958973907451,55.96265636069006,0.02121928332743382
88,1120.33203125,0.06021126828922471,-1.0,-0.9999958973907451,56.03277508270941,0.03096964183683817
89,1122.2789306640625,0.058884890691424004,-1.0,-0.9999958973907451,56.08324335048664,0.038571685738755336
90,1124.1964111328125,0.05791632310757788,-1.0,-0.9999958973907451,56.113695748901144,0.044122588481352636
91,1126.08349609375,0.05728229833945195,-1.0,-0.9999958973907451,56.1237736930215,0.047756042346494464
92,1127.9395751953125,0.05695427384913084,-1.0,-0.9999958973907451,56.11311859791628,0.04963582513191569
93,1129.7637939453125,0.056899596488255974,-1.0,-0.9999958973907451,56.08135480318113,0.04994915672503672
94,1131.555419921875,0.05708275575022706,-1.0,-0.9999958973907451,56.028072497465864,0.048899548748676164
95,1133.313720703125,0.05746637249403636,-1.0,-0.9999958973907451,55.95284479394734,0.046701168320964256
